date,amount,description,category,payment_mode
2025-05-29,593.38,MCDONALDS AMSTERDAM POS 435335,Food & Dining,Credit Card
2023-06-25,13809.01,AMZN MKTP INDIA 516222,Shopping,Credit Card
2025-08-05,9224.63,PAYPAL *DELTA AIRLINES 25917,Shopping,Wallet
2023-11-22,958.39,PAYTM-TO-APPLE 885295,Shopping,UPI
2024-11-02,2295.47,INDIAN OIL KOLKATA TXN 506816,Fuel,Debit Card
2025-05-15,14287.73,EASYJET 394880,Travel,Credit Card
2024-07-21,1130.49,LIDL 882961,Groceries,Debit Card
2024-01-07,4373.84,UPI/660728/IRCTC,Shopping,UPI
2024-02-17,10677.34,NETFLIX.COM/BILL 689054,Entertainment,Credit Card
2025-02-19,538.15,Alert: PAYPAL *IRCTC 456715,Shopping,Digital Wallet
2025-08-30,12465.95,UBER HYDERABAD TXN 779724,Travel,Credit Card
2023-01-14,9022.24,EASYJET 485779,Travel,Credit Card
2023-12-16,1148.88,MOBILE TOPUP Jio 750170,Bills & Utilities,Wallet
2024-01-21,14613.68,Txn: CVS PHARMACY 491497,Healthcare,Card
2025-11-05,14090.01,LIDL 966511,Groceries,Debit Card
2025-04-17,13348.26,PAYMENT TO CREDIT CARD AXIS BANK ATM 40369,Bills & Utilities,Debit Card
2025-11-19,6367.14,APPLE.COM/BILL 199633,Entertainment,Credit Card
2024-11-06,1746.01,STRIPE*SPOTIFY 634756 *CARD,Shopping,Debit Card
2024-01-10,12127.07,PAYMENT TO CREDIT CARD SBI ATM 503649,Bills & Utilities,Card Present
2023-08-16,13492.01,HDFC/NEFT TO MCDONALDS 349364,Transfer,NEFT
2024-10-13,5340.33,TARGET STORE264 244901,Shopping,Credit Card
2024-05-28,5126.8,EASYJET 770123 *CARD,Travel,Debit Card
2023-09-16,4269.79,IRCTC E-TICKET 334398,Travel,Net Banking
2024-02-17,12040.49,HP PETROL PUMP AHMEDABAD TXN 56977,Fuel,Debit Card
2023-03-15,12954.38,SUBSCRIPTION AMAZON PRIME 298438,Entertainment,Card
2023-05-22,12485.71,GAS BILL 646712 *POS,Bills & Utilities,Debit Card
2024-12-24,9990.18,ZOMATO AHMEDABAD TXN 902964,Food & Dining,UPI
2025-02-12,13822.57,LIDL 121798,Groceries,Debit Card
2024-01-15,13472.12,ALDI 595384,Groceries,Debit Card
2023-09-11,5640.31,MCDONALDS AMSTERDAM POS 286307,Food & Dining,Debit Card
2025-07-10,11180.76,SBI/IMPS TO RYANAIR 359933,Transfer,IMPS
2024-09-20,10866.31,HP PETROL PUMP CHICAGO TXN 706560,Fuel,Debit Card
2024-09-05,4263.5,UPI/354603/AMAZON,Shopping,UPI
2024-06-15,919.71,GAS BILL 925249,Bills & Utilities,Net Banking
2025-02-11,4781.61,HDFC/NEFT TO RYANAIR 277363,Transfer,NEFT
2025-05-04,13003.96,STARBUCKS PUNE POS 483598,Food & Dining,Credit Card
2024-05-10,7236.84,NEFT TO AIRTEL 261895,Transfer,NEFT
2023-06-10,12962.79,EASYJET 85030,Travel,Credit Card
2023-07-12,9406.65,NEFT TO APPLE 77538,Transfer,NEFT
2025-07-28,1150.29,OLA/UBER RIDE 705367 *CARD,Travel,Card Present
2023-12-07,998.11,ZOMATO SAN FRANCISCO TXN 462663 *CARD,Food & Dining,Debit Card
2025-10-08,1139.55,DMART 278402 *CARD,Groceries,Card Present
2025-11-19,1280.31,NETFLIX.COM/BILL 116260,Entertainment,Credit Card
2024-10-11,12069.52,RYANAIR 500262,Travel,Credit Card
2024-05-26,12961.91,ALDI 899028,Groceries,Debit Card
2023-05-09,14476.64,ZELLE PAYMENT TO COSTCO 28785,Transfer,Zelle
2023-04-11,10416.91,PAYMENT TO CREDIT CARD HDFC 327929,Bills & Utilities,Debit Card
2025-02-20,10964.53,DMART 634145,Groceries,Debit Card
2024-05-05,7882.05,NEFT TO IOC 262367,Transfer,NEFT
2024-06-02,4271.99,PAYTM-TO-ZARA 212698 *POS,Shopping,Wallet
2024-06-19,14656.79,BOOTSCHEMIST 98857,Healthcare,Card
2024-10-04,499.72,IRCTC 829389 INDIAN RAIL,Travel,Net Banking
2025-06-05,1382.87,UPI/204589/APPLE,Shopping,UPI
2023-04-18,3383.83,UPI/899265/DELTA AIRLINES,Shopping,UPI
2023-01-14,7395.05,PAYMENT TO CREDIT CARD SBI ATM 135701,Bills & Utilities,Card Present
2024-04-02,5546.38,AUTOPEY H&M 159305,Bills & Utilities,AutoDebit
2024-10-15,8362.98,FLIPKART CHENNAI TXN 720231,Shopping,Debit Card
2023-03-31,4994.55,IMPS TRANSFER TO DELTA AIRLINES 381664,Shopping,IMPS
2025-08-20,874.7,MAKEMYTRIP 793890,Travel,Credit Card
2023-10-15,9928.51,STARBUCKS HYDERABAD POS 814500,Food & Dining,Debit Card
2024-12-26,328.48,VENMO PAYMENT 783588,Transfer,UPI
2025-10-19,8092.82,SUBSCRIPTION AMAZON PRIME 558953,Entertainment,Card
2024-08-17,2197.68,INSURANCE PREMIUM IRCTC 448651,Bills & Utilities,Net Banking
2024-04-11,14122.7,GOOGLE *PLAY 273502,Entertainment,Credit Card
2023-09-14,5974.5,SUBSCRIPTION AMAZON PRIME 836840 *POS,Entertainment,Credit Card
2024-02-29,8363.45,DMART 519180,Groceries,Debit Card
2023-02-04,11598.69,INDIAN OIL PUNE TXN 46563,Fuel,Debit Card
2025-10-19,10514.99,CARREFOUR 327072,Groceries,Debit Card
2023-06-28,1304.29,ATM CASH WITHDRAWAL ICICI ATM ATM 350700,Cash Withdrawal,ATM
2024-07-27,13312.49,Alert: AMZN.COM/BILL 196253,Shopping,Credit Card
2025-11-03,13615.91,GOOGLE *PLAY 598247,Entertainment,Credit Card
2023-10-30,7154.63,STRIPE*TARGET 596149 *ONLINE,Shopping,Card
2025-10-15,6027.65,BIG BAZAAR 101096,Groceries,Debit Card
2024-01-26,5485.36,SWIGGY PUNE TXN 127996,Food & Dining,UPI
2024-07-05,8733.83,SUBWAY SAN FRANCISCO POS 182820 *POS,Food & Dining,Credit Card
2024-05-07,10890.76,SBI/IMPS TO SBI 442373,Transfer,IMPS
2023-08-06,5379.85,BOOTSCHEMIST 513640 *POS,Healthcare,Credit Card
2024-08-14,2915.74,LIDL AMSTERDAM TXN 738118 *CARD,Shopping,Card Present
2024-12-07,6403.58,AIRTEL BILLPAY 541265,Bills & Utilities,Net Banking
2025-10-12,13612.15,JIO RECHARGE 472345 *CARD,Bills & Utilities,Card Present
2025-05-27,11446.02,SUBSCRIPTION AMAZON PRIME 47656,Entertainment,Card
2025-10-26,8905.29,GOOGLE *PLAY 786103,Entertainment,Credit Card
2023-07-08,5350.32,MCDONALDS AHMEDABAD POS 514618,Food & Dining,Debit Card
2024-08-12,965.2,EASYJET 28950,Travel,Credit Card
2023-01-18,9050.59,SUBWAY CHENNAI POS 108373,Food & Dining,Debit Card
2023-04-25,10125.47,KFC NY TXN 342675,Food & Dining,Debit Card
2023-03-11,9877.99,VENMO PAYMENT 625326,Transfer,Digital Wallet
2025-03-08,5109.31,PAYMENT TO SBI VIA BHIM UPI 511943,Shopping,UPI
2024-12-24,12895.83,DMART 241924,Groceries,Debit Card
2025-04-27,10955.06,IRCTC 225589 INDIAN RAIL,Travel,Net Banking
2023-10-08,12870.96,ACH DEBIT AMAZON 526682,Bills & Utilities,ACH
2025-02-21,1605.58,SUBWAY BENGALURU POS 573492,Food & Dining,Card Present
2023-06-02,6765.73,ELECTRICITY BILL 703629 *CARD,Bills & Utilities,Credit Card
2023-11-14,10149.84,STARBUCKS KOLKATA POS 107462,Food & Dining,Credit Card
2023-02-20,6789.53,SWIGGY KOLKATA TXN 809749,Food & Dining,UPI
2023-12-04,13993.22,IRCTC E-TICKET 940258,Travel,Net Banking
2025-04-09,9371.16,NEFT TO APPLE 708361,Transfer,NEFT
2024-06-12,14325.32,GOOGLE *PLAY 391659,Entertainment,Credit Card
2023-06-15,6486.44,LIDL 757841 *POS,Groceries,Debit Card
2024-02-06,11374.79,AIRTEL BILLPAY 303983,Bills & Utilities,Net Banking
2024-12-07,13251.31,ZELLE PAYMENT TO STARBUCKS 633330 *POS,Transfer,Card Present
2024-05-20,7983.07,IRCTC 879099 INDIAN RAIL,Travel,Net Banking
2024-11-26,6425.58,Txn: MCDONALDS MUMBAI POS 993154,Food & Dining,Credit Card
2023-05-02,3304.19,NEFT TO SWIGGY 222019,Transfer,NEFT
2023-04-29,14127.1,LIDL 959702,Groceries,Debit Card
2024-06-01,12261.32,NETFLIX.COM/BILL 751764,Entertainment,Credit Card
2023-03-19,7620.27,MCDONALDS PARIS POS 172471,Food & Dining,Debit Card
2023-12-09,453.05,STARBUCKS MIAMI POS 130573,Food & Dining,Card Present
2023-08-30,1813.3,AUTOPAY AMZN PRIME 459359,Entertainment,AutoDebit
2024-06-17,8711.5,Debited UPI/713869/AMAZON,Shopping,UPI
2023-01-12,1189.1,AMZN.COM/BILL 408606,Shopping,Credit Card
2024-07-28,317.23,SBI/IMPS TO OLA 156814,Transfer,IMPS
2025-02-03,12431.79,ALDI 382378 *ONLINE,Groceries,Debit Card
2025-07-03,14272.41,DELTA AIRLINES 301167,Travel,Credit Card
2023-10-25,388.83,BOOTSCHEMIST 857568,Healthcare,Card
2023-09-24,9474.06,JIO RECHARGE 288988,Bills & Utilities,Net Banking
2024-05-26,8586.87,FLIPKART LOS ANGELES TXN 687640 *ONLINE,Shopping,Debit Card
2025-06-03,9898.18,GAS BILL 364086,Bills & Utilities,Net Banking
2023-10-11,8039.78,FLIPKART MUMBAI TXN 29352,Shopping,Debit Card
2025-03-06,945.19,SBI/IMPS TO ZARA 828656,Transfer,IMPS
2024-02-06,5599.62,BOOTSCHEMIST 628147 *POS,Healthcare,Credit Card
2025-02-01,5576.32,Credited UBER CHENNAI TXN 422373,Travel,Credit Card
2025-04-11,13527.95,Txn: ZELLE PAYMENT TO BIG BAZAAR 915647,Transfer,Zelle
2023-06-23,11499.99,AMZN.COM/BILL 573098,Shopping,Credit Card
2025-04-01,9002.47,MOBILE TOPUP Jio 688931,Bills & Utilities,Wallet
2024-05-04,4781.28,ELECTRICITY BILL 77553,Bills & Utilities,Net Banking
2025-01-13,5410.16,SWIGGY AHMEDABAD TXN 707149,Food & Dining,UPI
2023-08-02,5129.07,INDIAN OIL BERLIN TXN 455002,Fuel,Debit Card
2023-08-03,693.35,SWIGGY MUMBAI TXN 808938,Food & Dining,UPI
2025-02-17,5359.74,OLA/UBER RIDE 712374,Travel,UPI
2024-11-07,78.61,AIRTEL BILLPAY 753772,Bills & Utilities,Net Banking
2024-04-16,9803.42,DMART 597681 *ONLINE,Groceries,Debit Card
2024-07-29,2336.95,SPOTIFY *SUBSCRIPTION 613567,Entertainment,Card
2024-09-12,9933.07,ATM CASH WITHDRAWAL SBI ATM 479488 *CARD,Cash Withdrawal,Card Present
2023-10-16,3613.42,AMZN.COM/BILL 567322,Shopping,Credit Card
2025-03-08,3767.4,MAKEMYTRIP 139436,Travel,Credit Card
2024-09-12,4911.07,IMPS TRANSFER TO MYNTRA 197795,Shopping,IMPS
2023-02-06,5249.28,AMZN.COM/BILL 572463,Shopping,Credit Card
2025-09-29,14688.38,STRIPE*MCDONALDS 971194,Shopping,Card
2023-07-02,12984.08,ACH DEBIT H&M 196657,Bills & Utilities,ACH
2023-11-17,471.98,TARGET STORE784 409941,Shopping,Credit Card
2024-01-21,5413.35,ACH DEBIT MICROSOFT 720333,Bills & Utilities,ACH
2025-01-01,13772.07,UPI/894557/RAZORPAY,Shopping,UPI
2024-11-05,5013.03,PAYPAL *TARGET 113189 *CARD,Shopping,Wallet
2024-10-09,6471.87,ATM CASH WITHDRAWAL ICICI ATM 486369,Cash Withdrawal,ATM
2023-02-17,9675.62,DELTA AIRLINES 31312,Travel,Credit Card
2024-10-29,10823.83,Credited MYNTRA BENGALURU TXN 518623,Shopping,Debit Card
2025-09-07,921.77,AMZN MKTP US 490292,Shopping,Credit Card
2024-11-03,7293.06,HDFC/NEFT TO PAYTM 659609,Transfer,Digital Wallet
2023-01-22,10761.36,UPI/44891/AMAZON,Shopping,UPI
2025-07-05,8322.42,TESCO STORES 131455,Groceries,Debit Card
2024-10-22,3116.99,UPI/116033/AMAZON,Shopping,UPI
2024-07-23,13810.25,SPOTIFY *SUBSCRIPTION 114480,Entertainment,Card
2023-03-09,2315.31,SHELL KOLKATA TXN 142006,Fuel,Debit Card
2023-12-16,1420.14,SBI/IMPS TO AIRTEL 402513,Transfer,IMPS
2024-07-11,10355.22,DMART 291575 *CARD,Groceries,Card Present
2025-06-23,10927.96,SUBWAY NY POS 923172,Food & Dining,Debit Card
2025-02-19,10462.7,AIRTEL BILLPAY 768940,Bills & Utilities,Net Banking
2023-05-20,9676.22,INSURANCE PREMIUM TATACLIQ 441498,Bills & Utilities,Net Banking
2024-08-05,13391.68,AMAZON PAY *WALMART 755217,Shopping,Wallet
2025-01-03,3498.93,EASYJET 443134,Travel,Credit Card
2025-06-25,12064.32,BOOTSCHEMIST 534914,Healthcare,Card
2024-09-14,8916.18,APPLE.COM/BILL 37612,Entertainment,Credit Card
2025-01-02,10280.6,GOOGLE *PLAY 737851,Entertainment,Credit Card
2024-06-10,10512.59,ACH DEBIT JIO 508560,Bills & Utilities,ACH
2024-02-06,5056.34,ACH DEBIT AIRTEL 180795,Bills & Utilities,ACH
2023-03-08,5834.36,TESCO STORES 67456 *CARD,Groceries,Card Present
2023-05-19,11130.33,Credited PAYMENT TO OLA VIA BHIM UPI 533996,Shopping,UPI
2024-08-02,1615.72,RECHARGE Jio 76026,Bills & Utilities,UPI
2024-04-13,2716.71,PAYMENT TO CREDIT CARD HDFC 927509,Bills & Utilities,Debit Card
2023-04-19,7450.3,RYANAIR 353676 *POS,Travel,Credit Card
2023-06-26,8809.42,ATM CASH WITHDRAWAL AXIS ATM 393441 *POS,Cash Withdrawal,Debit Card
2023-10-11,12940.26,RECHARGE Vodafone 575093,Bills & Utilities,UPI
2024-03-13,1820.85,SUBWAY HYDERABAD POS 989713,Food & Dining,Credit Card
2023-08-07,909.79,KFC BENGALURU TXN 764803,Food & Dining,Debit Card
2023-02-14,2396.31,SBI/IMPS TO ALDI 323630,Transfer,IMPS
2023-12-25,1355.07,AMAZON PAY *ALDI 893621,Shopping,Wallet
2024-12-05,1294.75,Debited BIG BAZAAR CHENNAI TXN 601655,Shopping,Debit Card
2023-05-22,805.67,ALDI 749421,Groceries,Debit Card
2023-08-27,1466.6,HP PETROL PUMP HYDERABAD TXN 472812,Fuel,Debit Card
2024-04-01,9947.82,SUBWAY MADRID POS 53829,Food & Dining,Debit Card
2023-10-18,1849.04,ATM CASH WITHDRAWAL SBI ATM ATM 126320,Cash Withdrawal,ATM
2024-04-29,8678.73,HDFC/NEFT TO DELTA AIRLINES 957771 *POS,Transfer,Credit Card
2024-01-25,14299.79,MCDONALDS NY POS 607144,Food & Dining,Debit Card
2023-01-03,4464.43,ZELLE PAYMENT TO SBI 385301,Transfer,Zelle
2025-07-16,11289.26,AUTOPEY BIG BAZAAR 657900,Bills & Utilities,AutoDebit
2023-01-16,1161.28,PAYMENT TO CREDIT CARD SBI ATM 536035,Bills & Utilities,Credit Card
2023-10-02,6820.6,PAYMENT TO ZOMATO VIA BHIM UPI 889116,Shopping,UPI
2025-08-03,14987.65,VENMO PAYMENT 90261,Transfer,UPI
2025-03-06,483.39,ZELLE PAYMENT TO MAKEMYTRIP 525675,Transfer,Zelle
2025-07-18,5557.39,PAYTM-TO-MICROSOFT 951116,Shopping,Wallet
2025-04-14,13459.79,ALDI 886579,Groceries,Debit Card
2025-10-14,2640.75,GOOGLE *PLAY 363511,Entertainment,Credit Card
2024-03-23,4216.36,SWIGGY NY TXN 977657 *ONLINE,Food & Dining,UPI
2023-12-10,263.65,ATM CASH WITHDRAWAL HDFC ATM 84247,Cash Withdrawal,ATM
2023-01-20,5563.32,UPI/88685/UBER,Shopping,UPI
2023-04-24,641.43,UPI/177368/AMAZON,Shopping,UPI
2023-04-12,13687.16,UPI/587512/MYNTRA,Shopping,UPI
2023-12-01,349.45,FLIPKART LOS ANGELES TXN 865443,Shopping,Debit Card
2024-04-21,14047.66,UPI/181259/TATACLIQ,Shopping,UPI
2025-10-25,2690.74,HDFC/NEFT TO COSTCO 380977,Transfer,NEFT
2023-09-24,9738.11,WALMART.COM 176674,Shopping,Credit Card
2024-12-04,9038.74,NETFLIX.COM/BILL 737466,Entertainment,Credit Card
2025-10-28,14944.71,MYNTRA LONDON TXN 645778 *CARD,Shopping,Debit Card
2025-11-15,1808.47,IMPS TRANSFER TO HOME DEPOT 245097 *POS,Shopping,Card Present
2023-03-01,4843.47,BIG BAZAAR 917591,Groceries,Debit Card
2024-02-28,5894.4,PAYTM-TO-CARREFOUR 548063 *CARD,Shopping,Digital Wallet
2025-05-01,394.83,INSURANCE PREMIUM UBER 827606,Bills & Utilities,Net Banking
2023-06-09,9463.64,AUTOPEY MICROSOFT 558779 *ONLINE,Bills & Utilities,AutoDebit
2024-07-21,14021.92,SUBWAY NY POS 861434,Food & Dining,Credit Card
2025-05-31,2159.24,NETFLIX.COM/BILL 414107,Entertainment,Credit Card
2024-03-06,7926.29,OLA/UBER RIDE 292687,Travel,UPI
2024-06-07,2476.16,UPI/564029/TATACLIQ,Shopping,UPI
2025-08-18,2867.3,CVS PHARMACY 137197,Healthcare,Card
2023-08-23,2370.87,INDIAN OIL PUNE TXN 713724,Fuel,Debit Card
2025-03-14,4956.09,ELECTRICITY BILL 275970,Bills & Utilities,Net Banking
2023-04-22,1694.45,TESCO STORES 173568,Groceries,Debit Card
2024-12-13,14328.37,GOOGLE *PLAY 145708,Entertainment,Credit Card
2024-11-08,576.44,SWIGGY CHENNAI TXN 176028,Food & Dining,UPI
2023-02-22,1407.88,Alert: PAYPAL *MAKEMYTRIP 888012,Shopping,Wallet
2024-03-17,7853.07,GAS BILL 435704,Bills & Utilities,Net Banking
2024-05-24,8298.74,PAYMENT TO CREDIT CARD ICICI ATM 964889,Bills & Utilities,Debit Card
2025-09-23,8541.23,APOLLO PHARMACY 415697,Healthcare,Card
2025-05-31,7588.21,UBER MIAMI TXN 636410,Travel,Credit Card
2024-01-26,9394.63,CVS PHARMACY 691301,Healthcare,Card
2025-08-12,10340.62,FLIPKART CHICAGO TXN 245625 *POS,Shopping,Card Present
2025-03-19,3643.06,CARREFOUR 236753,Groceries,Debit Card
2025-05-08,5103.94,APPLE.COM/BILL 534078,Entertainment,Credit Card
2023-05-03,1960.43,PAYMENT TO ZOMATO VIA BHIM UPI 790758,Shopping,UPI
2025-01-02,7725.43,SWIGGY NY TXN 12469,Food & Dining,UPI
2024-09-19,487.3,STRIPE*ZOMATO 470022,Shopping,Card
2024-11-18,3492.6,AMAZON PAY *BIG BAZAAR 76007,Shopping,Wallet
2023-08-27,14825.13,SUBSCRIPTION AMAZON PRIME 35688,Entertainment,Card
2024-10-26,6503.98,MOBILE TOPUP Airtel 97649,Bills & Utilities,Wallet
2024-09-25,10146.75,Debited INDIAN OIL AHMEDABAD TXN 914834,Fuel,Debit Card
2025-03-28,2381.51,TESCO STORES 172070,Groceries,Debit Card
2023-12-07,1646.84,INDIAN OIL HYDERABAD TXN 472139,Fuel,Debit Card
2024-04-11,696.91,SUBSCRIPTION AMAZON PRIME 615397,Entertainment,Card
2024-11-12,3191.57,Txn: SBI/IMPS TO AIRTEL 618837,Transfer,IMPS
2024-07-25,8896.44,IMPS TRANSFER TO DMART 995679,Shopping,IMPS
2023-07-29,2620.0,UPI/446308/AMAZON,Shopping,UPI
2023-09-26,2479.33,SBI/IMPS TO FLIPKART 827646,Transfer,IMPS
2025-05-05,904.64,Alert: APPLE.COM/BILL 106865,Entertainment,Credit Card
2023-07-10,8906.34,INDIAN OIL DELHI TXN 502932,Fuel,Debit Card
2023-02-13,14254.68,ZELLE PAYMENT TO TATACLIQ 145492,Transfer,Zelle
2025-04-08,9502.66,EASYJET 934291,Travel,Credit Card
2024-01-21,7128.32,CARREFOUR 581598,Groceries,Debit Card
2025-02-08,14674.62,Credited AUTOPEY MAKEMYTRIP 86074,Bills & Utilities,AutoDebit
2024-04-15,12261.45,IRCTC CHENNAI TXN 341831,Shopping,Debit Card
2023-11-02,5230.05,STRIPE*GOOGLE 522295,Shopping,Card
2023-07-28,7498.64,ALDI 441066,Groceries,Debit Card
2025-03-24,13557.57,PAYMENT TO DELTA AIRLINES VIA BHIM UPI 530969,Shopping,UPI
2024-06-07,7406.43,CARREFOUR 142219,Groceries,Debit Card
2023-07-12,2997.02,UPI/15874/AMAZON,Shopping,UPI
2024-05-11,13695.18,UPI/161141/IKEA,Shopping,UPI
2025-02-03,12106.34,MCDONALDS MADRID POS 181011,Food & Dining,Card Present
2023-11-05,1171.13,PAYMENT TO UBER VIA BHIM UPI 98764,Shopping,UPI
2024-12-06,378.54,AUTOPAY AMZN PRIME 945610,Entertainment,AutoDebit
2024-05-17,6795.0,IMPS TRANSFER TO GOOGLE 919391,Shopping,IMPS
2025-08-20,6660.6,IRCTC 87975 INDIAN RAIL,Travel,Net Banking
2025-08-18,14786.09,CARREFOUR 290457,Groceries,Debit Card
2023-07-28,11167.91,UPI/925781/AMAZON,Shopping,UPI
2024-07-14,4557.19,JIO RECHARGE 932885,Bills & Utilities,Net Banking
2025-10-21,10110.42,RYANAIR 110853,Travel,Credit Card
2025-03-24,1210.12,AMZN MKTP EUROPE 480795,Shopping,Credit Card
2024-01-06,6699.41,AIRTEL BILLPAY 334553,Bills & Utilities,Net Banking
2024-11-20,14429.24,SUBWAY MADRID POS 191349,Food & Dining,Credit Card
2024-02-19,13162.35,LIDL 758467,Groceries,Debit Card
2023-04-24,5521.08,BOOTSCHEMIST 419551,Healthcare,Card
2025-05-17,11732.53,AMZN MKTP INDIA 401438,Shopping,Credit Card
2023-05-31,6722.78,BOOTSCHEMIST 602056,Healthcare,Card
2023-02-04,4848.83,SBI/IMPS TO IOC 308595,Transfer,IMPS
2023-05-30,12998.43,BIG BAZAAR 279904,Groceries,Debit Card
2024-05-07,9226.0,PAYMENT TO CREDIT CARD AXIS BANK ATM 763448,Bills & Utilities,Debit Card
2023-10-19,10048.29,NEFT TO MYNTRA 12957,Transfer,NEFT
2024-10-26,6247.09,VENMO PAYMENT 990600,Transfer,Digital Wallet
2025-04-30,9250.69,AMZN MKTP EUROPE 884579,Shopping,Credit Card
2024-10-31,8111.33,Alert: OLA/UBER RIDE 42773,Travel,UPI
2023-03-31,6224.43,CARREFOUR 411237,Groceries,Debit Card
2024-09-19,1156.75,ATM CASH WITHDRAWAL AXIS ATM 835811,Cash Withdrawal,ATM
2024-07-08,14867.01,DMART 467793,Groceries,Debit Card
2025-04-11,2650.85,BIG BAZAAR 351183 *ONLINE,Groceries,Debit Card
2023-08-31,8103.63,ZELLE PAYMENT TO H&M 833039,Transfer,Zelle
2024-11-14,10567.67,PAYPAL *H&M 380388,Shopping,Wallet
2024-06-07,11512.57,VENMO PAYMENT 18060,Transfer,Wallet
2023-11-09,163.45,ATM CASH WITHDRAWAL HDFC ATM 695343 *ONLINE,Cash Withdrawal,ATM
2023-04-15,13256.78,RECHARGE Vodafone 906945,Bills & Utilities,UPI
2023-07-02,2076.79,MCDONALDS HYDERABAD POS 598726,Food & Dining,Card Present
2024-01-20,377.22,AMAZON PAY *EASYJET 134195 *CARD,Shopping,Credit Card
2024-02-18,4643.71,IMPS TRANSFER TO RAZORPAY 636116,Shopping,IMPS
2024-09-30,4679.12,ALDI 21857 *CARD,Groceries,Card Present
2025-08-23,11626.83,INDIAN OIL KOLKATA TXN 734042,Fuel,Debit Card
2023-11-07,3986.64,HDFC/NEFT TO AMAZON 924478,Transfer,NEFT
2023-10-24,13192.71,STRIPE*STARBUCKS 507920 *ONLINE,Shopping,Card
2024-03-23,11334.36,PAYPAL *LYFT 898701,Shopping,Wallet
2024-09-21,758.87,STRIPE*HOME DEPOT 745363 *CARD,Shopping,Card Present
2025-05-26,1025.5,AUTOPAY AMZN PRIME 298199,Entertainment,AutoDebit
2023-01-03,14265.34,AUTOPEY DMART 676833,Bills & Utilities,AutoDebit
2024-10-16,8745.6,DELTA AIRLINES 295887,Travel,Credit Card
2024-09-01,13527.13,WALMART.COM 876865 *ONLINE,Shopping,Credit Card
2023-04-19,8900.14,IRCTC 52942 INDIAN RAIL,Travel,Net Banking
2023-12-08,8337.99,SUBWAY AHMEDABAD POS 679944,Food & Dining,Debit Card
2024-01-14,6775.84,WALMART.COM 375617,Shopping,Credit Card
2023-04-23,824.65,UPI/495289/IKEA,Shopping,UPI
2024-12-29,1855.33,Txn: IMPS TRANSFER TO KFC 268027,Shopping,IMPS
2023-01-10,3436.24,OLA/UBER RIDE 136317,Travel,UPI
2023-01-25,13691.41,HP PETROL PUMP MUMBAI TXN 383818,Fuel,Debit Card
2025-07-13,13495.22,SBI/IMPS TO APPLE 714314,Transfer,IMPS
2023-05-22,14566.28,SUBSCRIPTION AMAZON PRIME 317412 *ONLINE,Entertainment,Card
2025-09-17,7746.12,ACH DEBIT STARBUCKS 548258,Bills & Utilities,ACH
2025-06-07,14965.45,IRCTC 996879 INDIAN RAIL,Travel,Net Banking
2023-10-07,11935.53,Debited ATM CASH WITHDRAWAL ICICI ATM ATM 582266,Cash Withdrawal,ATM
2023-02-15,14034.09,TARGET STORE704 917844,Shopping,Credit Card
2023-06-24,12275.65,UBER DELHI TXN 840116,Travel,Credit Card
2025-01-05,5716.12,ELECTRICITY BILL 588897,Bills & Utilities,Net Banking
2024-03-17,14947.77,PAYMENT TO CREDIT CARD HDFC ATM 587582,Bills & Utilities,Credit Card
2025-05-12,14336.26,ATM CASH WITHDRAWAL AXIS BANK ATM ATM 15341,Cash Withdrawal,ATM
2025-07-02,9445.77,IRCTC E-TICKET 748908,Travel,Net Banking
2024-03-27,405.58,TARGET STORE575 547429,Shopping,Credit Card
2024-08-22,11834.53,GOOGLE *PLAY 453623,Entertainment,Credit Card
2024-02-02,13921.02,Txn: PAYPAL *SBI 397743,Shopping,UPI
2023-09-12,7050.44,ALDI 415409,Groceries,Debit Card
2025-01-23,10223.54,CARREFOUR 932675 *ONLINE,Groceries,Debit Card
2025-03-20,8729.14,HDFC/NEFT TO ADOBE 241356,Transfer,NEFT
2025-04-28,13265.89,SUBWAY HYDERABAD POS 824576,Food & Dining,Credit Card
2025-01-25,10683.1,SPOTIFY *SUBSCRIPTION 752569 *ONLINE,Entertainment,Card
2023-12-16,11923.48,Debited NEFT TO IOC 959458,Transfer,NEFT
2025-08-22,2620.75,MCDONALDS AMSTERDAM POS 361224 *POS,Food & Dining,Credit Card
2025-08-23,11351.06,KFC BERLIN TXN 900319,Food & Dining,Debit Card
2024-12-03,8369.28,DMART 577759,Groceries,Debit Card
2024-02-19,14356.37,MOBILE TOPUP Jio 261682,Bills & Utilities,Wallet
2024-10-17,7349.41,APOLLO PHARMACY 772993,Healthcare,Card
2025-04-02,2115.2,SPOTIFY *SUBSCRIPTION 270647 *ONLINE,Entertainment,Card
2023-09-05,12825.88,AMZN.COM/BILL 343077,Shopping,Credit Card
2024-06-30,5516.53,STARBUCKS AHMEDABAD POS 365505,Food & Dining,Credit Card
2025-06-28,12121.54,Credited PAYMENT TO CREDIT CARD AXIS 878735,Bills & Utilities,Card Present
2024-01-20,12264.31,INDIAN OIL MIAMI TXN 335226,Fuel,Debit Card
2025-04-26,11807.83,IRCTC 143509 INDIAN RAIL,Travel,Net Banking
2024-04-23,14406.42,SUBWAY KOLKATA POS 277325,Food & Dining,Card Present
2023-10-21,14446.65,FLIPKART LONDON TXN 278356,Shopping,Debit Card
2025-01-17,10391.6,ELECTRICITY BILL 385991,Bills & Utilities,Net Banking
